流动资产合计,([货币资金]+[结算备付金]+[拆出资金]+[交易性金融资产]+[衍生金融资产]+[应收票据]+[应收账款]+[应收款项融资]+[预付款项]+[应收保费]+[应收分保账款]+[应收分保合同准备金]+[其他应收款]+[其他应收款-应收利息]+[其他应收款-应收股利]+[买入返售金融资产]+[存货]+[合同资产]+[持有待售资产]+[一年内到期的非流动资产]+[其他流动资产])-[其他应收款-应收利息]-[其他应收款-应收股利]
非流动资产合计,([发放贷款和垫款]+[债权投资]+[其他债权投资]+[长期应收款]+[长期股权投资]+[其他权益工具投资]+[其他非流动金融资产]+[投资性房地产]+[固定资产]+[在建工程]+[生产性生物资产]+[油气资产]+[使用权资产]+[无形资产]+[开发支出]+[商誉]+[长期待摊费用]+[递延所得税资产]+[其他非流动资产])
资产总计,([货币资金]+[结算备付金]+[拆出资金]+[交易性金融资产]+[衍生金融资产]+[应收票据]+[应收账款]+[应收款项融资]+[预付款项]+[应收保费]+[应收分保账款]+[应收分保合同准备金]+[其他应收款]+[其他应收款-应收利息]+[其他应收款-应收股利]+[买入返售金融资产]+[存货]+[合同资产]+[持有待售资产]+[一年内到期的非流动资产]+[其他流动资产])-[其他应收款-应收利息]-[其他应收款-应收股利]+([发放贷款和垫款]+[债权投资]+[其他债权投资]+[长期应收款]+[长期股权投资]+[其他权益工具投资]+[其他非流动金融资产]+[投资性房地产]+[固定资产]+[在建工程]+[生产性生物资产]+[油气资产]+[使用权资产]+[无形资产]+[开发支出]+[商誉]+[长期待摊费用]+[递延所得税资产]+[其他非流动资产])
流动负债合计,([短期借款]+[向中央银行借款]+[拆入资金]+[交易性金融负债]+[衍生金融负债]+[应付票据]+[应付账款]+[预收款项]+[合同负债]+[卖出回购金融资产款]+[吸收存款及同业存放]+[代理买卖证券款]+[代理承销证券款]+[应付职工薪酬]+[应交税费]+[其他应付款]+[其他应付款-应付利息]+[其他应付款-应付股利]+[应付手续费及佣金]+[应付分保账款]+[持有待售负债]+[一年内到期的非流动负债]+[其他流动负债])-[其他应付款-应付利息]-[其他应付款-应付股利]
非流动负债合计,([保险合同准备金]+[长期借款]+[应付债券]+[应付债券-优先股]+[应付债券-永续债]+[租赁负债]+[长期应付款]+[长期应付职工薪酬]+[预计负债]+[递延收益]+[递延所得税负债]+[其他非流动负债])-[应付债券-优先股]-[应付债券-永续债]
负债合计,([短期借款]+[向中央银行借款]+[拆入资金]+[交易性金融负债]+[衍生金融负债]+[应付票据]+[应付账款]+[预收款项]+[合同负债]+[卖出回购金融资产款]+[吸收存款及同业存放]+[代理买卖证券款]+[代理承销证券款]+[应付职工薪酬]+[应交税费]+[其他应付款]+[其他应付款-应付利息]+[其他应付款-应付股利]+[应付手续费及佣金]+[应付分保账款]+[持有待售负债]+[一年内到期的非流动负债]+[其他流动负债])-[其他应付款-应付利息]-[其他应付款-应付股利]+([保险合同准备金]+[长期借款]+[应付债券]+[应付债券-优先股]+[应付债券-永续债]+[租赁负债]+[长期应付款]+[长期应付职工薪酬]+[预计负债]+[递延收益]+[递延所得税负债]+[其他非流动负债])-[应付债券-优先股]-[应付债券-永续债]
所有者权益合计,([股本]+[其他权益工具]+[其他权益工具-优先股]+[其他权益工具-永续债]+[资本公积]+[库存股]+[其他综合收益]+[专项储备]+[盈余公积]+[一般风险准备]+[未分配利润])-[其他权益工具-优先股]-[其他权益工具-永续债]+[少数股东权益]
营业总收入,([营业收入]+[利息收入]+[已赚保费]+[手续费及佣金收入])
营业总成本,([营业成本]+[利息支出]+[手续费及佣金支出]+[退保金]+[赔付支出净额]+[提取保险责任准备金净额]+[保单红利支出]+[分保费用]+[税金及附加]+[销售费用]+[管理费用]+[研发费用]+[财务费用])
营业利润,([营业收入]+[利息收入]+[已赚保费]+[手续费及佣金收入])-([营业成本]+[利息支出]+[手续费及佣金支出]+[退保金]+[赔付支出净额]+[提取保险责任准备金净额]+[保单红利支出]+[分保费用]+[税金及附加]+[销售费用]+[管理费用]+[研发费用]+[财务费用])+[其他收益]+[投资收益]+[汇兑收益]+[净敞口套期收益]+[公允价值变动收益]+[信用减值损失]+[资产减值损失]+[资产处置收益]
净利润,([营业收入]+[利息收入]+[已赚保费]+[手续费及佣金收入])-([营业成本]+[利息支出]+[手续费及佣金支出]+[退保金]+[赔付支出净额]+[提取保险责任准备金净额]+[保单红利支出]+[分保费用]+[税金及附加]+[销售费用]+[管理费用]+[研发费用]+[财务费用])+[其他收益]+[投资收益]+[汇兑收益]+[净敞口套期收益]+[公允价值变动收益]+[信用减值损失]+[资产减值损失]+[资产处置收益]+[营业外收入]-[营业外支出]-[所得税费用]
经营活动现金流入小计,([销售商品、提供劳务收到的现金]+[客户存款和同业存放款项净增加额]+[向中央银行借款净增加额]+[向其他金融机构拆入资金净增加额]+[收到原保险合同保费取得的现金]+[收到再保业务现金净额]+[保户储金及投资款净增加额]+[收取利息、手续费及佣金的现金]+[拆入资金净增加额]+[回购业务资金净增加额]+[代理买卖证券收到的现金净额]+[收到的税费返还]+[收到其他与经营活动有关的现金])
经营活动现金流出小计,([购买商品、接受劳务支付的现金]+[客户贷款及垫款净增加额]+[存放中央银行和同业款项净增加额]+[支付原保险合同赔付款项的现金]+[拆出资金净增加额]+[支付利息、手续费及佣金的现金]+[支付保单红利的现金]+[支付给职工及为职工支付的现金]+[支付的各项税费]+[支付其他与经营活动有关的现金])
经营活动产生的现金流量净额,([销售商品、提供劳务收到的现金]+[客户存款和同业存放款项净增加额]+[向中央银行借款净增加额]+[向其他金融机构拆入资金净增加额]+[收到原保险合同保费取得的现金]+[收到再保业务现金净额]+[保户储金及投资款净增加额]+[收取利息、手续费及佣金的现金]+[拆入资金净增加额]+[回购业务资金净增加额]+[代理买卖证券收到的现金净额]+[收到的税费返还]+[收到其他与经营活动有关的现金])-([购买商品、接受劳务支付的现金]+[客户贷款及垫款净增加额]+[存放中央银行和同业款项净增加额]+[支付原保险合同赔付款项的现金]+[拆出资金净增加额]+[支付利息、手续费及佣金的现金]+[支付保单红利的现金]+[支付给职工及为职工支付的现金]+[支付的各项税费]+[支付其他与经营活动有关的现金])
投资活动现金流入小计,([收回投资收到的现金]+[取得投资收益收到的现金]+[处置固定资产、无形资产和其他长期资产收回的现金净额]+[处置子公司及其他营业单位收到的现金净额]+[收到其他与投资活动有关的现金])
投资活动现金流出小计,([购建固定资产、无形资产和其他长期资产支付的现金]+[投资支付的现金]+[质押贷款净增加额]+[取得子公司及其他营业单位支付的现金净额]+[支付其他与投资活动有关的现金])
投资活动产生的现金流量净额,([收回投资收到的现金]+[取得投资收益收到的现金]+[处置固定资产、无形资产和其他长期资产收回的现金净额]+[处置子公司及其他营业单位收到的现金净额]+[收到其他与投资活动有关的现金])-([购建固定资产、无形资产和其他长期资产支付的现金]+[投资支付的现金]+[质押贷款净增加额]+[取得子公司及其他营业单位支付的现金净额]+[支付其他与投资活动有关的现金])
筹资活动现金流入小计,([吸收投资收到的现金]+[子公司吸收少数股东投资收到的现金]+[取得借款收到的现金]+[发行债券收到的现金]+[收到其他与筹资活动有关的现金])-[子公司吸收少数股东投资收到的现金]
筹资活动现金流出小计,([偿还债务支付的现金]+[分配股利、利润或偿付利息支付的现金]+[子公司支付给少数股东的股利、利润]+[支付其他与筹资活动有关的现金])-[子公司支付给少数股东的股利、利润]
筹资活动产生的现金流量净额,([吸收投资收到的现金]+[取得借款收到的现金]+[发行债券收到的现金]+[收到其他与筹资活动有关的现金])-([偿还债务支付的现金]+[分配股利、利润或偿付利息支付的现金]+[支付其他与筹资活动有关的现金])
期末现金及现金等价物余额,([销售商品、提供劳务收到的现金]+[客户存款和同业存放款项净增加额]+[向中央银行借款净增加额]+[向其他金融机构拆入资金净增加额]+[收到原保险合同保费取得的现金]+[收到再保业务现金净额]+[保户储金及投资款净增加额]+[收取利息、手续费及佣金的现金]+[拆入资金净增加额]+[回购业务资金净增加额]+[代理买卖证券收到的现金净额]+[收到的税费返还]+[收到其他与经营活动有关的现金])-([购买商品、接受劳务支付的现金]+[客户贷款及垫款净增加额]+[存放中央银行和同业款项净增加额]+[支付原保险合同赔付款项的现金]+[拆出资金净增加额]+[支付利息、手续费及佣金的现金]+[支付保单红利的现金]+[支付给职工及为职工支付的现金]+[支付的各项税费]+[支付其他与经营活动有关的现金])+([收回投资收到的现金]+[取得投资收益收到的现金]+[处置固定资产、无形资产和其他长期资产收回的现金净额]+[处置子公司及其他营业单位收到的现金净额]+[收到其他与投资活动有关的现金])-([购建固定资产、无形资产和其他长期资产支付的现金]+[投资支付的现金]+[质押贷款净增加额]+[取得子公司及其他营业单位支付的现金净额]+[支付其他与投资活动有关的现金])+([吸收投资收到的现金]+[取得借款收到的现金]+[发行债券收到的现金]+[收到其他与筹资活动有关的现金])-([偿还债务支付的现金]+[分配股利、利润或偿付利息支付的现金]+[支付其他与筹资活动有关的现金])+[汇率变动对现金及现金等价物的影响]+[期初现金及现金等价物余额]
市场风险溢价,无风险利率-市场期望报酬率
公司贝塔系数,可比公司贝塔系数/[1+（1-可比公司所得税税率）*（1/(1-可比公司资产负债率）-1）]*[1+（1-适用所得税税率）*（1/(1-公司目标资产负债率）-1）]
项目资本成本,无风险利率+公司贝塔系数*市场风险溢价+特定风险系数
营业收入变化率,[营业收入]/[营业收入_T-1]-1
营业成本变化率,[营业成本]/[营业成本_T-1]-1
销售费用变化率,[营业费用]/[营业费用_T-1]-1
管理费用变化率,[管理费用]/[管理费用_T-1]-1
财务费用变化率,[财务费用]/[财务费用_T-1]-1
投资收益变化率,[投资收益]/[投资收益_T-1]-1
其他收益变化率,[其他收益]/[其他收益_T-1]-1
营业外收入变化率,[营业外收入]/[营业外收入_T-1]-1
利润总额变化率,[利润总额]/[利润总额_T-1]-1
净利润变化率,[净利润]/[净利润_T-1]-1
经营活动净现金流变化率,[经营活动产生的现金流量净额]/[经营活动产生的现金流量净额_T-1]-1
投资活动净现金流变化率,[投资活动产生的现金流量净额]/[投资活动产生的现金流量净额_T-1]-1
筹资活动净现金流变化率,[投资活动产生的现金流量净额]/[投资活动产生的现金流量净额_T-1]-1
净现金流变化率,[现金及现金等价物净增加额]/[现金及现金等价物净增加额_T-1]-1
流动比率,[流动资产合计]/[流动负债合计]
速动比率,([流动资产合计]-[存货]-[预付款项])/[流动负债合计]
EBIT,[利润总额]+[费用化利息支出]
EBITDA,[利润总额]+[费用化利息支出]+[固定资产折旧、油气资产折耗、生产性生物资产折旧]+[使用权资产折旧]+[无形资产摊销]+[长期待摊费用摊销]
EBIT利息保障倍数,[EBIT]/[利息支出]
EBITDA利息保障倍数,[EBITDA]/[利息支出]
经营活动产生的现金流量净额利息保障倍数,[经营活动产生的现金流量净额]/[利息支出]
经营活动现金流入量/营业收入,[经营活动现金流入小计]/[营业收入]
资产负债率,[负债合计]/[资产总计]
长期资产负债率,[非流动负债合计]/([非流动负债合计]+[所有者权益合计])
销售毛利率,([营业收入]-[营业成本])/[营业收入]
期间费用率,[期间费用]/[营业总收入]
销售净利率,[净利润]/[营业总收入]
总资产收益率,[净利润]/[年平均总资产]
净经营资产净利率,2*[净利润]/([净经营资产]+[净经营资产_T-1])(若无T-1年对应值，则T-1年值取T年值)
净资产收益率,[净利润]/[年平均净资产]
归母净资产收益率,2*[归属于母公司股东的净利润]/([归属于母公司所有者权益合计]+[归属于母公司所有者权益合计_T-1])(若无T-1年对应值，则T-1年值取T年值)
EBIT利润率,[EBIT]/[营业总收入]
EBITDA利润率,[EBITDA]/[营业总收入]
存货周转率,[营业成本]/[年平均存货]
存货周转天数,360/[存货周转率]
应收账款周转率,[营业收入]/[年平均应收账款]
应收账款周转天数,360/[应收账款周转率]
总资产周转率,[营业收入]/[年平均总资产]
总资产周转天数,360/[总资产周转率]
流动资产周转率,2*[营业收入]/([流动资产合计_T-1]+[流动资产合计])(若无T-1年对应值，则T-1年值取T年值)
流动资产周转天数,360/[流动资产周转率]
应付账款及票据周转率,2*([营业成本]+[存货]-[存货_T-1])/([应付票据_T-1]+[应付票据]+[应付账款]+[应付账款_T-1])(若无T-1年对应值，则T-1年值取T年值)
应付账款及票据周天数,360/[应付账款及票据周转率]
现金周转天数,360/(2*[营业收入]/([应收票据]+[应收账款]+[应收账款_T-1]+[应收票据_T-1]))+[存货周转天数]-360/(2*([营业成本]+[存货]-[存货_T-1])/([应付票据_T-1]+[应付票据]+[应付账款]+[应付账款_T-1]))(若无T-1年对应值，则T-1年值取T年值)
收现比,[销售商品、提供劳务收到的现金]/[营业收入]
期间费用,[营业费用]+[管理费用]+[研发费用]+[财务费用]
经营资产,[资产总计]-[交易性金融资产]-[衍生金融资产]-[债权投资]-[其他债权投资]-[其他权益工具投资]-[其他非流动金融资产]-[投资性房地产]
经营负债,[应付票据]+[应付账款]+[应付职工薪酬]+[应交税费]+[预收款项]+[合同负债]
净经营资产,[经营资产]-[经营负债]
折旧与摊销,[固定资产折旧、油气资产折耗、生产性生物资产折旧]+[使用权资产折旧]+[无形资产摊销]+[长期待摊费用摊销]
留存收益,[盈余公积]+[未分配利润]
销售增长率,[营业收入]/[营业收入_T-1]-1
营业利润增长率,[营业利润]/[营业利润_T-1]-1
净利润增长率,[净利润]/[净利润_T-1]-1
总资产增长率,[资产总计]/[资产总计_T-1]-1
净资产增长率,[所有者权益合计]/[所有者权益合计_T-1]-1
内含增长率,([留存收益]-[留存收益_T-1])/[净经营资产_T-1]
可持续增长率,([留存收益]-[留存收益_T-1])/[所有者权益合计_T-1]
融资需求量,[净经营资产]*[销售增长率]
外部融资需求量,[融资需求量]-([留存收益]-[留存收益_T-1])*(1+[销售增长率])
年平均应收账款,([应收账款]+[应收账款_T-1])/2(若无T-1数据，T-1年取T年值)
年平均存货,([存货]+[存货_T-1])/2(若无T-1数据，T-1年取T年值)
年平均总资产,([资产总计]+[资产总计_T-1])/2(若无T-1数据，T-1年取T年值)
年平均净资产,([所有者权益合计]+[所有者权益合计_T-1])/2(若无T-1数据，T-1年取T年值)
年平均应付账款,([应付账款]+[应付账款_T-1])/2(若无T-1数据，T-1年取T年值)
增值税税负率,[当期增值税费用]/[营业总收入]
消费税税负率,[当期消费税费用]/[营业总收入]
企业所得税税负率,[当期企业所得税费用]/[营业总收入]
企业综合税负率,[当期总税费]/[营业总收入]
受限资金比例,[受限货币资金]/[货币资金]
非受限资金比例,[非受限货币资金]/[货币资金]
货币资金变动额,[货币资金]-[货币资金_T-1]
货币资金变动率,[货币资金]/[货币资金_T-1]-1
交易性金融资产变动额,[交易性金融资产]-[交易性金融资产_T-1]
交易性金融资产变动率,[交易性金融资产]/[交易性金融资产_T-1]-1
应收账款变动额,[应收账款]-[应收账款_T-1]
应收账款变动率,[应收账款]/[应收账款_T-1]-1
0年（含）内的应收账款占比,[1年（含）内的应收账款]/([1年（含）内的应收账款]+[1年（不含）-2年（含）的应收账款]+[2年（不含）-3年（含）的应收账款]+[3年（不含）-4年（含）的应收账款]+[4年（不含）-5年（含）的应收账款]+[5年（不含）以上的应收账款])
1年（不含）-2年（含）的应收账款占比,([1年（不含）-2年（含）的应收账款]+[2年（不含）-3年（含）的应收账款])/([1年（含）内的应收账款]+[1年（不含）-2年（含）的应收账款]+[2年（不含）-3年（含）的应收账款]+[3年（不含）-4年（含）的应收账款]+[4年（不含）-5年（含）的应收账款]+[5年（不含）以上的应收账款])
2年（不含）以上的应收账款占比,([3年（不含）-4年（含）的应收账款]+[4年（不含）-5年（含）的应收账款]+[5年（不含）以上的应收账款])/([1年（含）内的应收账款]+[1年（不含）-2年（含）的应收账款]+[2年（不含）-3年（含）的应收账款]+[3年（不含）-4年（含）的应收账款]+[4年（不含）-5年（含）的应收账款]+[5年（不含）以上的应收账款])
0年（含）内的其他应收款占比,[1年（含）内的其他应收款]/([1年（含）内的其他应收款]+[1年（不含）-2年（含）的其他应收款]+[2年（不含）-3年（含）的其他应收款]+[3年（不含）-4年（含）的其他应收款]+[4年（不含）-5年（含）的其他应收款]+[5年（不含）以上的其他应收款])
1年（不含）-2年（含）的其他应收款占比,([1年（不含）-2年（含）的其他应收款]+[2年（不含）-3年（含）的其他应收款])/([1年（含）内的其他应收款]+[1年（不含）-2年（含）的其他应收款]+[2年（不含）-3年（含）的其他应收款]+[3年（不含）-4年（含）的其他应收款]+[4年（不含）-5年（含）的其他应收款]+[5年（不含）以上的其他应收款])
2年（不含）以上的其他应收款占比,([3年（不含）-4年（含）的其他应收款]+[4年（不含）-5年（含）的其他应收款]+[5年（不含）以上的其他应收款])/([1年（含）内的其他应收款]+[1年（不含）-2年（含）的其他应收款]+[2年（不含）-3年（含）的其他应收款]+[3年（不含）-4年（含）的其他应收款]+[4年（不含）-5年（含）的其他应收款]+[5年（不含）以上的其他应收款])
原材料占比,[原材料金额]/[存货]
在产品占比,[在产品金额]/[存货]
库存商品占比,[库存商品金额]/[存货]
合同履约成本占比,[合同履约成本金额]/[存货]
短期借款变动额,[短期借款]-[短期借款_T-1]
短期借款变动率,[短期借款]/[短期借款_T-1]-1
应付账款变动额,[应付账款]-[应付账款_T-1]
应付账款变动率,[应付账款]/[应付账款_T-1]-1
其他应付款变动额,[存入保证金]-[存入保证金_T-1]
其他应付款变动率,[存入保证金]/[存入保证金_T-1]-1
营业收入变动额,[营业收入]-[营业收入_T-1]
营业收入变动率,[营业收入]/[营业收入_T-1]-1
主营业务收入变动额,[主营业务收入金额]-[主营业务收入金额_T-1]
主营业务收入变动率,[主营业务收入金额]/[主营业务收入金额_T-1]-1
其他业务收入变动额,[其他业务收入金额]-[其他业务收入金额_T-1]
其他业务收入变动率,[其他业务收入金额]/[其他业务收入金额_T-1]-1
其他收益变动额,[其他收益]-[其他收益_T-1]
其他收益变动率,[其他收益]/[其他收益_T-1]-1
投资收益变动额,[投资收益]-[投资收益_T-1]
投资收益变动率,[投资收益]/[投资收益_T-1]-1
营业成本变动额,[营业成本]-[营业成本_T-1]
营业成本变动率,[营业成本]/[营业成本_T-1]-1
销售费用变动额,[营业费用]-[营业费用_T-1]
销售费用变动率,[营业费用]/[营业费用_T-1]-1
管理费用变动额,[管理费用]-[管理费用_T-1]
管理费用变动率,[管理费用]/[管理费用_T-1]-1
研发费用变动额,[研发费用]-[研发费用_T-1]
研发费用变动率,[研发费用]/[研发费用_T-1]-1
财务费用变动额,[财务费用]-[财务费用_T-1]
财务费用变动率,[财务费用]/[财务费用_T-1]-1
税金及附加变动额,[税金及附加]-[税金及附加_T-1]
税金及附加变动率,[税金及附加]/[税金及附加_T-1]-1
毛利润金额,[营业收入]-[营业成本]
毛利润变动额,([营业收入]-[营业成本])-([营业收入_T-1]-[营业成本_T-1])
毛利润变动率,([营业收入]-[营业成本])/([营业收入_T-1]-[营业成本_T-1])-1
营业利润变动额,[营业利润]-[营业利润_T-1]
营业利润变动率,[营业利润]/[营业利润_T-1]-1
净利润变动额,[净利润]-[净利润_T-1]
净利润变动率,[净利润]/[净利润_T-1]-1
经营活动现金流变动额,[经营活动产生的现金流量净额]-[经营活动产生的现金流量净额_T-1]
经营活动现金流变动率,[经营活动产生的现金流量净额]/[经营活动产生的现金流量净额_T-1]-1
投资活动现金流变动额,[投资活动产生的现金流量净额]-[投资活动产生的现金流量净额_T-1]
投资活动现金流变动率,[投资活动产生的现金流量净额]/[投资活动产生的现金流量净额_T-1]-1
筹资活动现金流变动额,[筹资活动产生的现金流量净额]-[筹资活动产生的现金流量净额_T-1]
筹资活动现金流变动率,[筹资活动产生的现金流量净额]/[筹资活动产生的现金流量净额_T-1]-1
现金及现金等价物变动额,[现金及现金等价物净增加额]-[现金及现金等价物净增加额_T-1]
现金及现金等价物变动率,[现金及现金等价物净增加额]/[现金及现金等价物净增加额_T-1]-1
年金现值系数,[1-1/(1+贷款年化利率)^项目期限)]/贷款年化利率
每年还本付息金额,总贷款本金/年金现值系数
收入,销量*销售单价
支出,销量*单位变动成本+利息支出+固定营业成本
支出-利息支出,上年度尚未偿还本金*贷款年化利率
营业利润,收入-支出
所得税支出,营业利润*适用所得税税率
净利润,营业利润-所得税支出
折旧与摊销,项目固定资产投资额/项目年限
可用于还本的资金来源,净利润+折旧与摊销
当年应还本付息的金额,每年还本付息的金额（等额本息还款），计划偿还本金+利息支出（等额本金还款）
计划偿还本金,每年还本付息的金额-利息费用（等额本息还款），总贷款本金/项目年限（等额本金还款）
尚未偿还本金,上年度尚未偿还本金-本年度计划偿还本金
本息偿债覆盖率,（可用于还本的资金来源+利息支出）/当年应该还本付息的金额
税后营业现金流,（收入-固定营业成本-销量*单位变动成本）*（1-适用所得税税率）+折旧与摊销
投资或回收资产金额,-项目固定资产投资额
净运营资本,
净运营资本增加量,本年净运营资本-上年度净运营资本
投资活动净现金流,投资或回收资产金额-净运营资本增加量
筹资活动取得贷款金额,总贷款本金
筹资活动偿还本金,计划偿还本金
偿还利息金额,利息支出
利息抵税,利息支出*适用所得税税率
实体现金流,税后营业现金流+投资活动净现金流+利息抵税
股权现金流,实体现金流-利息支出-当年应还本付息的金额
复利现值系数,（1+项目资本成本）^-当前年度
实体现金流现值,实体现金流*复利现值系数
股权现金流现值,股权现金流*复利现值系数
净现值,实体现金流各年度求和（第0年除外）-总贷款本金
现值指数,实体现金流各年度求和（第0年除外）/总贷款本金
内含报酬率,n，项目期限，按右侧方程求解r，内含报酬率
静态回收期,以总贷款本金作为初始值，逐年减去实体现金流的金额，作为当年度尚未回收的金额至第m年小于等于0，则静态回收期=m-1+m年实体现金流/m年尚未回收的金额
动态回收期,以总贷款本金作为初始值，逐年减去实体现金流现值的金额，作为当年度尚未回收的金额至第m年小于等于0，则动态回收期=m-1+m年实体现金流现值/m年尚未回收的金额
EBIT,净利润+利息支出+所得税支出
盈亏平衡点销量,（固定经营成本+利息支出）/（销售单价-单位变动成本）
销量对净利润敏感性分析,(1.1*销量*销售单价-1.1*销量*单位变动成本-固定营业成本-利息支出)*(1-贷款年化利率)-净利润)/净利润)/0.1
销售单价对净利润敏感性分析,(1.1*销量*销售单价-销量*单位变动成本-固定营业成本-利息支出)*(1-贷款年化利率)-净利润)/净利润)/0.1
单位成本对净利润敏感性分析,(销量*销售单价-1.1*销量*单位变动成本-固定营业成本-利息支出)*(1-贷款年化利率)-净利润)/净利润)/0.1
固定经营成本对净利润敏感性分析,(销量*销售单价-销量*单位变动成本-1.1*固定营业成本-利息支出)*(1-贷款年化利率)-净利润)/净利润)/0.1
经营杠杆系数,(EBIT+固定营业成本)/EBIT
财务杠杆系数,EBIT/(EBIT-利息支出)
总杠杆系数,经营杠杆系数*财务杠杆系数
